순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1443 ,시아의 몽정기-무삭제,2018년 9월 7일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1443 ,신어우동,2017년 9월 21일 목요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,이진호
1443 ,신입사원(무삭제판),2018년 5월 15일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"멜로/로맨스,드라마",한동호,
1443 ,신혼부부의 성생활 무삭제,2018년 11월 13일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1443 ,신혼여행 : 불륜,2017년 1월 17일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,"미즈미 사키,미나미 요시야"
1443 ,신혼여행 : 불륜 무삭제,2017년 3월 28일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김정오,"미즈미 사키,미나미 요시야"
1443 ,아내들의 속사정,2018년 1월 11일 목요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,"최석원,최석원","아리,윤상두"
1443 ,아내를 바꾸다 무삭제,2018년 1월 16일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,백세리
1443 ,아내의 101번째 결혼,2017년 11월 20일 월요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)레드언더미디어,청소년관람불가,멜로/로맨스,최석원,"이채담,유리"
1443 ,아내의 동창회 무삭제,2017년 10월 31일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1443 ,아내의 불륜2,2017년 1월 25일 수요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,하즈키 노조미
1443 ,아내의 불륜2 무삭제판,2017년 3월 28일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,하즈키 노조미
1443 ,아내의 애인 2 무삭제,2018년 9월 21일 금요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1443 ,아내의 엄마 무삭제,2018년 11월 8일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1443 ,아내의 엄마들,2018년 12월 7일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1443 ,안해 무삭제,2017년 5월 25일 목요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)콘텐츠윙,(주)콘텐츠윙,청소년관람불가,"드라마,멜로/로맨스",이강림,
1443 ,애인 : 아내의 남자 무삭제,2018년 11월 12일 월요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1443 ,야한 목소리-쏠리네,2017년 2월 16일 목요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,무비집,(주)콘텐츠윙,청소년관람불가,"멜로/로맨스,코미디",이두희,"백세리,이유찬,오수현"
1443 ,야한 정사의 맛-감독판,2018년 4월 24일 화요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,기타,이민,
1443 ,야한 짓 : 무삭제판,2018년 8월 30일 목요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1443 ,야한여친,2017년 9월 20일 수요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"드라마,멜로/로맨스",박범수,
1443 ,어린 누나-무삭제판,2018년 6월 26일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
1443 ,어린 새엄마들,2018년 12월 18일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1443 ,어린 아내,2016년 11월 18일 금요일,5000 ,0.0%,846000 ,1 ,168 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",화니,
1443 ,어린 아내-무삭제판,2018년 5월 29일 화요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,화니,
1443 ,어린 엄마 - 무삭제판,2018년 3월 26일 월요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,골드피쉬프로덕션,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,계장혁,
1443 ,어린 여자: 맛있는 관음-무삭제판,2018년 3월 27일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민환,
1443 ,어린 이모 - 무삭제판,2018년 8월 15일 수요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1443 ,어린 장모들,2018년 11월 20일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1443 ,어린 처제 - 무삭제판,2018년 7월 24일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1443 ,어린 처제 2 - 무삭제판,2018년 11월 17일 토요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
1443 ,어린 형수 2,2017년 2월 10일 금요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,너바나 필름,청소년관람불가,멜로/로맨스,김태수,"한가희,이은미"
1443 ,어린 형수 3 - 무삭제판,2018년 1월 24일 수요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,핵존슨,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1443 ,어린장모-무삭제,2018년 6월 15일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,최은정,
1443 ,엄마 애인 -무삭제판,2018년 4월 18일 수요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,모히또필름,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,정진호,
1443 ,엄마 친구 : 그녀의 섹스고백,2017년 9월 7일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마 친구 : 그녀의 섹스고백 무삭제판,2018년 1월 9일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마 친구 : 여자를 배우다,2017년 6월 1일 목요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마 친구 : 여자를 배우다 무삭제판,2017년 7월 20일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마 친구들과의 정사(감독판),2018년 10월 12일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1443 ,엄마 친구의 섹스,2017년 8월 17일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마의 불륜,2017년 2월 9일 목요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1443 ,엄마의 불륜 무삭제판,2017년 7월 25일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1443 ,엄마의 연애 무삭제,2018년 11월 6일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1443 ,엄마의 정사,2018년 8월 14일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1443 ,엄마의 직업 [무삭제판],2017년 12월 4일 월요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,"멜로/로맨스,드라마",도봉산,"이채담,도모세"
1443 ,엄마친구 3 무삭제판,2017년 7월 18일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,
1443 ,엄마친구 4 무삭제,2018년 6월 4일 월요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채준우,
1443 ,엄마친구 5 무삭제판,2018년 11월 7일 수요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,
1443 ,엄마친구 딸,2017년 2월 2일 목요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
1443 ,엄마친구 딸 무삭제판,2017년 9월 21일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,아야나 리나
1443 ,엄마친구2 무삭제,2017년 2월 20일 월요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,드라마,김대성,"박주빈,이은미"
1443 ,엄마친구들 2 무삭제,2018년 11월 8일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1443 ,엄마친구들 무삭제,2018년 4월 26일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1443 ,엄마친구의 섹스 무삭제판,2018년 1월 11일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,엄마친구의맛,2018년 12월 28일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1443 ,여교사 : 제자와의 사랑 무삭제,2018년 11월 16일 금요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,
1443 ,여배우와 동거-무삭제,2018년 8월 31일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,이슬,
1443 ,여선생 무삭제,2017년 11월 20일 월요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,,김대성,
1443 ,여의사의 은밀한 치료,2017년 9월 12일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,"윤채아,유남선",
1443 ,여자 보험왕 : 그녀의 영업비밀 무삭제,2018년 1월 16일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,오주하
1443 ,여자 하숙집 무삭제,2017년 10월 17일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,한가희
1443 ,여자 하숙집2 무삭제,2018년 11월 14일 수요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,이채담
1443 ,여자들 : 섹스의 만족도 무삭제,2018년 3월 20일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김부곤,
1443 ,여직원들 : 2대2 섹스,2018년 6월 12일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,미즈미 사키
1443 ,여직원들 : 2대2 섹스 무삭제,2018년 7월 23일 월요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1443 ,여직원들 : 직장연애사 무삭제판,2017년 2월 21일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,"(주)영화사 사계절,마법사필름",(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,"주예빈,백세리"
1443 ,여직원들 사무실 교환섹스,2017년 9월 12일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,윤채아,
1443 ,여직원의 맛,2018년 5월 28일 월요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,㈜리필름,㈜리필름,청소년관람불가,멜로/로맨스,최우성,이지현
1443 ,여친 언니 무삭제,2018년 11월 13일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1443 ,여친 엄마 무삭제,2017년 10월 17일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,강한나
1443 ,여친엄마 2 무삭제,2018년 11월 8일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,이채담
1443 ,연변 아가씨의 맛섹사-무삭제판,2018년 3월 14일 수요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1443 ,연상녀들 : 내가 가르쳐 줄게 무삭제,2018년 2월 23일 금요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1443 ,연애 : 엄마친구 무삭제,2018년 11월 27일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈"
1443 ,연애사슬,2018년 2월 28일 수요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,"백슬비,채린"
1443 ,열일곱살의 버킷 리스트,,7000 ,0.0%,478000 ,1 ,78 ,1 ,1 ,한국,한국,,,,다큐멘터리,윤솔지,
1443 ,옆집소녀2-무삭제,2018년 12월 14일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,성기만,
1443 ,예쁜 처제들 2018,2018년 9월 18일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1443 ,예쁜 처제들 2018 (감독판),2018년 11월 9일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1443 ,예쁜 형수,2017년 6월 1일 목요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,예쁜 형수 무삭제판,2017년 7월 27일 목요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1443 ,오르가즘 레스토랑,2018년 10월 30일 화요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,제임스 김,"김지오,김지현,이민우,이재훈"
1443 ,완벽한 섹스의 맛-무삭제판,2018년 5월 8일 화요일,1000 ,0.0%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1443 ,왕을 참하라 무삭제판,2018년 3월 21일 수요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사 조은,(주)영화사 조은,청소년관람불가,드라마,김재수,"강연정,강윤,추석영,김학철,이영범"
1443 ,외출 2 무삭제,2018년 3월 20일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,곽영근,
1443 ,요정 미인관,2017년 11월 14일 화요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,에로핑,한가희
1443 ,우리 지금 할래 무삭제판,2017년 6월 13일 화요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,
1443 ,위드,2017년 1월 19일 목요일,8000 ,0.0%,8000 ,1 ,1 ,1 ,1 ,한국,한국,(주)데이드림서울,(주)대양미디어,청소년관람불가,멜로/로맨스,박성수,"하소미,어현규,김병춘,이선아,맹진하"
1443 ,유부녀 야썰,2017년 12월 5일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,
1443 ,유부녀들의 맛 무삭제판,2018년 11월 13일 화요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
1443 ,유혹의 덫,2017년 6월 19일 월요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1443 ,유혹의 덫 무삭제 특별판,2017년 8월 6일 일요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1443 ,음란 기생,2017년 6월 14일 수요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,이은정
1443 ,음란한 형제 : 형수와 처제,2017년 6월 23일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,아야나 리나
1443 ,음란한 형제 : 형수와 처제 무삭제판,2017년 7월 25일 화요일,6000 ,0.0%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,아야나 리나
1443 ,이 사랑도 전해질까요,2017년 6월 21일 수요일,3000 ,0.0%,3000 ,1 ,1 ,1 ,1 ,한국,한국,주식회사 레드아이스,주식회사 레드아이스,전체관람가,"멜로/로맨스,드라마",김동현,허진영
1443 ,이모의 유혹-무삭제,2018년 4월 6일 금요일,5000 ,0.0%,5000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
1443 ,이채담의 지스팟,2017년 10월 26일 목요일,2000 ,0.0%,2000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,이채담
